mass_low,mass_high,mass_center,count,background,residual,analysis_mask,background_fit_mask
6.006073148351011248e+00,6.076745517991354539e+00,6.041305991668542319e+00,2.100000000000000000e+01,1.755791750694672970e+01,8.214568818483676260e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.076745517991354539e+00,6.148249476542990699e+00,6.112392939763878097e+00,1.900000000000000000e+01,1.773548817843649061e+01,3.002626548588289146e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.148249476542990699e+00,6.220594809161290151e+00,6.184316355039734425e+00,1.500000000000000000e+01,1.792148410750416332e+01,-6.901071744574660549e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.220594809161290151e+00,6.293791416141767847e+00,6.257086080053188226e+00,1.900000000000000000e+01,1.811588025549501424e+01,2.077214611438663872e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.293791416141767847e+00,6.367849314274911521e+00,6.330712073176893107e+00,1.700000000000000000e+01,1.831865204908729439e+01,-3.080941535724776581e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.367849314274911521e+00,6.442778638216962506e+00,6.405204409961865686e+00,1.700000000000000000e+01,1.852977494189065055e+01,-3.553795806299273052e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.442778638216962506e+00,6.518589641876814333e+00,6.480573284516293775e+00,1.400000000000000000e+01,1.874922398064279250e+01,-1.096808994901526724e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.518589641876814333e+00,6.595292699819242266e+00,6.556829010900580457e+00,2.400000000000000000e+01,1.897697337667982609e+01,1.153060263612252667e+00,1.000000000000000000e+00,1.000000000000000000e+00
6.595292699819242266e+00,6.672898308684637847e+00,6.633982024538803479e+00,1.600000000000000000e+01,1.921299608339857201e+01,-7.330146407537400099e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.672898308684637847e+00,6.751417088625448315e+00,6.712042883646775593e+00,2.100000000000000000e+01,1.945726338047409243e+01,3.497445128212277043e-01,1.000000000000000000e+00,1.000000000000000000e+00
6.751417088625448315e+00,6.830859784759521602e+00,6.791022270676910999e+00,2.200000000000000000e+01,1.970974446563975846e+01,5.158737676379370196e-01,1.000000000000000000e+00,1.000000000000000000e+00
