name,amplitude,phase,omega,scale,bins,generator,injected,trial,degree,recovered_omega,recovered_amplitude,search_score
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,89,7,54.443643643643654,0.08413464657872124,10.220954960999961
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,89,12,54.366666666666674,0.08021229341044753,10.276377451157089
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,90,7,13.414914914914917,0.1350207149818583,17.536863763076667
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,90,12,13.337937937937939,0.1374797426488932,13.905012804129797
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,91,7,34.04474474474475,0.04162969526542732,10.234194291816152
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,91,12,34.04474474474475,0.04702506571776455,9.962797371694023
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,92,7,73.45695695695696,0.04513831149117943,8.701913552648136
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,92,12,73.37997997997998,0.033772110128009625,8.360483010141962
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,93,7,69.14624624624625,0.04950404639004122,7.4268084488933255
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,93,12,69.14624624624625,0.0341323692208976,7.347136717555657
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,94,7,29.887987987987994,0.041742538739660225,9.092672064433259
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,94,12,29.887987987987994,0.06580441935148709,8.430910922156897
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,95,7,76.76696696696698,0.11412786816040296,12.347614160464673
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,95,12,76.84394394394396,0.06767546957836819,12.475485002891503
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,96,7,17.340740740740742,0.12311969775453407,24.68474106377701
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,96,12,17.41771771771772,0.12148060772893692,24.66911069922631
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,97,7,17.10980980980981,0.12710560084439543,11.11230231807707
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,97,12,17.032832832832835,0.07221729805573657,11.620687992117155
nominal,1.0,-0.2313916852932179,7.025825825825827,1.0,350,spline_s2,0,98,7,32.81311311311312,0.056493578945914155,12.113359688265177
