label,model,search,omega,amplitude,phase,delta_chi2,local_p_chi2_2dof,c0,cos_coeff,sin_coeff
G2,cheb_d12,fixed_control,9.7,0.05466928785037985,-1.147146191242317,0.4232232565231584,0.8092789376094409,-0.14092334994349276,0.022474031856643623,-0.04983622102622005
G2,cheb_d12,linear_mass_2to50cycles,2.143005280369034,0.3016978851607243,0.05064940620882453,12.491116652125015,0.0019390476547276171,-0.1511775482046922,0.30131098568505194,0.01527428610299112
G2,spline_s1,0.5:80:3000,22.15771923974658,0.2858669749562622,-2.7238727773416964,11.360010517531236,0.003413540492338852,-0.1466539354809611,-0.2612870776699693,-0.11596978232855176
G2,spline_s1,3.1:80:1000,22.113313313313316,0.28547195188680075,-2.8362262058230536,11.342522241681195,0.003443519841982549,-0.14649970950777272,-0.2722651192319653,-0.08582505557040794
G2,spline_s1,5:9:1001,9.0,0.06262011760054105,1.8177156940154175,0.5610494056248854,0.7553872836213514,-0.13804023095755558,-0.015305479309952387,0.0607208484080897
G2,spline_s1,0.5:160:4000,22.15753938484621,0.285866906239869,-2.7243260170082824,11.360047427925565,0.0034134774953573505,-0.14665347381203114,-0.2613395501155091,-0.11585131690480417
G2,spline_s1,fixed_control,3.5129129129129133,0.02529178684877674,2.028952458572871,0.08435002285801829,0.9587019820857077,-0.13975451940688424,-0.01118643467064295,0.02268343363257409
G2,spline_s1,fixed_control,7.025825825825827,0.010568796923354438,-2.177017206714363,0.01571011899966379,0.9921757108596618,-0.13999529994723903,-0.006021739334445026,-0.008685512293187076
G2,spline_s1,fixed_control,14.051651651651653,0.09276873037522136,-0.32040703958949696,1.1619235474207699,0.5593601299083748,-0.13592241869170346,0.08804747906307657,-0.02921778167602073
G2,spline_s1,fixed_control,6.025825825825827,0.01724735047851675,-0.8154854399753042,0.04358901261036863,0.9784412779073403,-0.14256193181741092,0.011823318249084915,-0.012557079441878496
G2,spline_s1,fixed_control,8.025825825825827,0.03207274094687369,0.5498414014327966,0.15016727037624378,0.9276658975721652,-0.14338943801740175,0.02734545655127509,0.016759675350304214
G2,spline_s1,fixed_control,9.7,0.11114086843954378,3.057801561288976,1.6954367387157276,0.4283912483275053,-0.1426962942500995,-0.110750939577113,0.009301721361266668
G2,spline_s1,linear_mass_2to50cycles,1.787383452019479,0.2564178704906329,2.822200725287947,8.840499864590072,0.01203122491726464,-0.1474225891636847,-0.2434499268567425,0.0805124674842209
G2,spline_s2,0.5:80:3000,5.510170056685562,1.6735139156186192,0.0499544130659375,343.01747964941126,3.271151782146038e-75,0.024195820324663452,1.6714262701911875,0.08356464015322622
G2,spline_s2,3.1:80:1000,5.486286286286287,1.664935054451514,-0.017398231377756618,342.13711652092843,5.08006325908789e-75,0.018023888904998984,1.6646830741733898,-0.028965463954479798
G2,spline_s2,5:9:1001,5.52,1.6762370386307528,0.07776777465337291,343.10296979605243,3.1342724585902333e-75,0.02667035128461943,1.671170797094287,0.13022586769471284
G2,spline_s2,0.5:160:4000,5.525506376594148,1.6775502291939752,0.09337377572063982,343.0791330199744,3.1718514295168707e-75,0.02803753149464387,1.670242544233847,0.15641168402649464
G2,spline_s2,fixed_control,3.5129129129129133,0.5802071236430051,-1.5896178381728405,42.66575728546718,5.435612921212012e-10,-0.18736312289777116,-0.010919730234782876,-0.5801043576958278
G2,spline_s2,fixed_control,7.025825825825827,0.9757810628774136,0.3573986016588925,123.44450303586848,1.5644682547055574e-27,-0.2613153486176114,0.9141215175416808,0.34136568930908917
G2,spline_s2,fixed_control,14.051651651651653,0.12053423591982944,2.3636080194804316,1.9884105565199661,0.3700173885896231,-0.1580760487129259,-0.0858600870212842,0.08459637986033804
G2,spline_s2,fixed_control,6.025825825825827,1.1532826833667122,1.6712782151321854,167.57253726468105,4.093415914662383e-37,0.025691063252404542,-0.1156891142726757,1.1474654576902645
G2,spline_s2,fixed_control,8.025825825825827,0.6425314332216401,3.042830343254416,61.569319044420695,4.2696496714007936e-14,-0.13743038099675736,-0.6394003556521292,0.06335477779761842
G2,spline_s2,fixed_control,9.7,0.5927577559197833,-2.2920744871829672,50.75268349852183,9.532236467366649e-12,-0.10256736336781405,-0.39142465672582305,-0.4451387371484637
